1 ALLEN STREET,Unspecified,Unknown,Unknown
391 CANAL STREET,1,982909,202138
3910 BROADWAY,33,1000330,244638
3915 BROADWAY,33,1000344,244676
392 EAST 10 STREET,9,990359,203795
3920 BROADWAY,33,1000411,244784
3920 BROADWAY,33,1000411,244784
3920 BROADWAY,33,1000411,244784
3924 BROADWAY,33,1000434,244826
3927 BROADWAY,33,1000428,244828
393 WEST STREET,6,981393,206243
395 BLEECKER STREET,6,982854,207310
3950 10 AVENUE,34,1007211,255205
396 BROADWAY,5,983517,201041
396 BROADWAY,5,983517,201041
396 BROOME STREET,5,985032,201828
398 AUDUBON AVENUE,34,1003428,249336
399 WEST BROADWAY,1,983649,203143
4 EAST 116 STREET,25,999156,230936
4 SAINT MARK'S PLACE,9,987166,205003
4 STAPLE STREET,1,981630,200945
40 EAST 126 STREET,25,1000733,233122
40 EAST 3 STREET,Unspecified,987155,203568
40 EAST END AVENUE,19,998801,220494
40 MARKET STREET,5,985812,198829
40 SHERMAN AVENUE,34,1004180,253651
40 ST NICHOLAS AVENUE,28,997413,230755
40 WEST 143 STREET,32,1002109,237454
400 AUDUBON AVENUE,34,1003467,249406
400 BROADWAY,5,983567,201119
400 BROADWAY,5,983567,201119
400 EAST 82 STREET,19,997841,221322
400 EAST 83 STREET,19,997969,221553
400 EAST 87 STREET,19,998500,222511
400 EAST 88 STREET,19,998627,222739
400 EAST 89 STREET,19,998753,222967
400 MAIN STREET,Unspecified,Unknown,Unknown
401 AMSTERDAM AVENUE,20,990286,224654
401 BLEECKER STREET,6,982840,207373
401 EAST 118 STREET,25,1002493,229716
401 EAST 79 STREET,19,997450,220616
401 EAST 81 STREET,19,997641,221136
401 EAST 83 STREET,19,997972,221559
401 EAST 90 STREET,19,998883,223202
401 WEST 152 STREET,30,1000395,241130
401 WEST 164 STREET,33,1001602,244076
401 WEST BROADWAY,1,983661,203162
402 EAST 11 STREET,9,988784,204948
402 EAST 116 STREET,25,1002235,229230
402 GRAND STREET,7,987859,200150
402 WEST 153 STREET,30,1000231,241510
402 WEST 153 STREET,30,1000231,241510
402 WEST 153 STREET,30,1000231,241510
402 WEST 153 STREET,30,1000231,241510
4026 BROADWAY,33,1001115,246022
403 8 AVENUE,14,985569,212437
403 EAST 6 STREET,9,988187,203870
403 EAST 60 STREET,19,995014,216198
403 EAST 73 STREET,19,996680,219206
403 WEST 145 STREET,30,999467,239543
403 WEST 154 STREET,30,1000312,241778
404 5 AVENUE,14,988777,212719
404 EAST 11 STREET,9,988793,204943
404 EAST 73 STREET,19,996686,219196
4041 BROADWAY,33,1001058,246249
4043 BROADWAY,33,1001060,246271
405 CENTRAL PARK WEST,Unspecified,994586,228715
4051 BROADWAY,33,1001066,246360
4053 BROADWAY,33,1001068,246383
4055 BROADWAY,33,1001070,246405
4057 BROADWAY,33,1001071,246427
4058 BROADWAY,33,1001079,246449
4059 BROADWAY,33,1001073,246450
4062 BROADWAY,33,1001092,246551
4064 BROADWAY,33,1001095,246571
4067 BROADWAY,33,1001092,246593
407 WEST 205 STREET,34,1006830,253539
4071 BROADWAY,33,1001099,246633
408 EAST 11 STREET,9,988810,204934
408 EAST 82 STREET,19,997877,221302
408 WEST 128 STREET,26,997501,235508
4084 BROADWAY,33,1001138,246831
4086 BROADWAY,33,1001141,246850
4086 BROADWAY,33,1001141,246850
409 EAST 82 STREET,19,997880,221307
409 EAST 82 STREET,19,997880,221307
4091 BROADWAY,33,1001143,246899
4091A BROADWAY,33,1001143,246899
4099 BROADWAY,33,1001158,246983
41 AUDUBON AVENUE,33,1001231,245355
41 CATHERINE STREET,Unspecified,Unknown,Unknown
41 KENMARE STREET,5,985531,201874
41 LISPENARD STREET,1,983322,201510
41 MADISON STREET,5,984674,198644
41 MADISON STREET,Unspecified,984674,198644
41 MONROE STREET,5,985712,198516
41 ST NICHOLAS PLACE,30,1000445,241144
41 ST NICHOLAS TERRACE,26,997741,235720
41 ST NICHOLAS TERRACE,Unspecified,Unknown,Unknown
410 EAST 80 STREET,19,997715,220786
410 WEST 154 STREET,30,1000281,241788
410 WEST 42 STREET,10,986138,215674
411 WEST 154 STREET,30,1000284,241794
4111 BROADWAY,33,1001193,247186
4116 BROADWAY,33,1001208,247234
4116 BROADWAY,33,1001208,247234
4116 BROADWAY,33,1001208,247234
4119 BROADWAY,33,1001223,247342
412 EAST 11 STREET,9,988828,204924
412 EAST 90 STREET,19,998934,223167
4120 BROADWAY,33,1001228,247341
4121 BROADWAY,33,1001227,247361
4125 BROADWAY,33,1001236,247400
4126 BROADWAY,33,1001243,247405
4127 BROADWAY,33,1001240,247419
4131 BROADWAY,33,1001249,247457
414 6 AVENUE,6,984447,206683
414 EAST 82 STREET,19,997903,221287
4147A BROADWAY,33,1001299,247675
4147B BROADWAY,33,1001299,247675
4147C BROADWAY,33,1001299,247675
415 1 AVENUE,13,990370,208062
415 2 AVENUE,13,989633,208279
415 EAST 59 STREET,Unspecified,Unknown,Unknown
415 EAST HOUSTON STREET,7,990037,201607
415 SECOND AVENUE,13,989633,208279
415 WEST 59 STREET,20,988274,219638
416 AUDUBON AVENUE,34,1003606,249656
416 EAST 116 STREET,25,1002297,229195
416 WEST 151 STREET,30,1000063,241011
416 WEST 203 STREET,34,1006539,253099
416 WEST 203 STREET,34,1006539,253099
4160 BROADWAY,Unspecified,1001350,247871
4161 BROADWAY,33,1001344,247872
4162 BROADWAY,33,1001355,247891
4165 BROADWAY,33,1001353,247909
4171 BROADWAY,33,1001365,247964
418 LAFAYETTE STREET,9,986367,204797
418 WEST 128 STREET,26,997447,235538
418 WEST 130 STREET,26,997569,236063
419 LAFAYETTE STREET,9,986372,204794
42 HESTER STREET,7,987011,200000
42 HESTER STREET,7,987011,200000
42 ST NICHOLAS AVENUE,28,997412,230779
42 WOOSTER ST EXTENSION,1,983532,202477
420 AMSTERDAM AVENUE,20,990417,224902
420 EAST 73 STREET,19,996757,219156
420 EAST 90 STREET,19,998969,223147
421 AUDUBON AVENUE,34,1003620,249669
421 EAST 12 STREET,9,988994,205143
421 EAST 73 STREET,19,996760,219161
421 FT WASHINGTON AVENUE,33,1001107,248641
421 MANHATTAN AVENUE,28,996410,232953
422 AMSTERDAM AVENUE,20,990427,224920
422 EAST 91 STREET,19,999107,223375
4227 BROADWAY,34,1001729,248661
423 WEST 215 STREET,34,1008061,255897
4233 BROADWAY,34,1001772,248713
4236 BROADWAY,34,1001806,248743
424 EAST 11 STREET,9,988880,204895
425 BROOME STREET,5,984575,202074
425 WEST 123 STREET,26,996465,234552
425 WEST 201 STREET,34,1006300,252642
425 WEST 205 STREET,34,1006764,253575
425 WEST 21 STREET,10,983370,210919
426 EAST 77 STREET,19,997297,220066
426 WEST 52 STREET,18,987299,218035
4261 BROADWAY,34,1002035,249057
427 EAST 77 STREET,19,997300,220071
427 EAST 83 STREET,19,998088,221494
427 FT WASHINGTON AVENUE,34,1001145,248744
427 WEST 51 STREET,18,987175,217812
429 BROOME STREET,5,984482,202128
429 BROOME STREET,5,984482,202128
43 DELANCEY STREET,5,986507,201464
43 MACDOUGAL STREET,1,983563,204382
43 MADISON STREET,Unspecified,984694,198646
43 MOTT STREET,5,984598,199851
43 RIVERSIDE DRIVE,20,988617,224695
43 WEST 125 STREET,28,999845,233300
430 EAST 11 STREET,9,988906,204881
430 WEST 51 STREET,18,987150,217820
431 EAST 91 STREET,19,999146,223361
431 EDGECOMBE AVENUE,30,1000858,241693
431 EDGECOMBE AVENUE,30,1000858,241693
431 WASHINGTON STREET,1,981366,202717
431 WEST 16 STREET,10,982662,209915
431 WEST 160 STREET,33,1000927,243268
431 WEST 203 STREET,34,1006490,253133
432 EAST 11 STREET,9,988915,204876
432 WASHINGTON STREET,1,981364,202742
432 WEST 203 STREET,34,1006480,253132
4327 BROADWAY,34,1002343,249844
4329 BROADWAY,Unspecified,Unknown,Unknown
433 WEST 160 STREET,33,1000914,243275
433 WEST 218 STREET,34,1008352,256505
433 WEST 45 STREET,18,986383,216462
434 EAST 10 STREET,9,990937,203477
434 EAST 11 STREET,9,988924,204871
434 EAST 91 STREET,19,999161,223346
434 LENOX AVENUE,32,1000186,235094
435 CENTRAL PARK WEST,24,994996,229456
435 WASHINGTON STREET,Unspecified,981372,202765
435 WEST 45 STREET,18,986371,216468
435 WEST 50 STREET,18,987004,217609
436 WEST 154 STREET,30,1000188,241838
4365 BROADWAY,34,1002520,250306
437 MANHATTAN AVENUE,28,996510,233134
437 MANHATTAN AVENUE,Unspecified,Unknown,Unknown
438 EAST 75 STREET,19,997094,219574
438 WEST 51 STREET,18,987105,217845
4380 BROADWAY,34,1002609,250544
4380 BROADWAY,34,1002609,250544
4384 BROADWAY,34,1002617,250577
4386 BROADWAY,34,1002622,250593
439 WASHINGTON STREET,1,981378,202812
439 WEST 204 STREET,34,1006599,253371
4395 BROADWAY,Unspecified,Unknown,Unknown
44 2 AVENUE,9,986974,203462
44 WEST 125 STREET,28,999837,233298
440 EAST 91 STREET,19,999188,223331
440 WASHINGTON STREET,1,981376,202837
441 EAST 12 STREET,9,989082,205095
441 EAST 6 STREET,9,988353,203779
4413 BROADWAY,Unspecified,Unknown,Unknown
442 BROADWAY,5,983935,201687
442 WEST 160 STREET,33,1000809,243323
442 WEST 160 STREET,33,1000809,243323
4421 BROADWAY,34,1002762,251095
444 BROOME STREET,1,984228,202289
444 EAST 77 STREET,19,997377,220022
444 EAST 81 STREET,19,997955,220956
445 AUDUBON AVENUE,Unspecified,Unknown,Unknown
445 WASHINGTON STREET,Unspecified,Unknown,Unknown
446 BROADWAY,5,983958,201723
446 BROADWAY,5,983958,201723
446 EAST 76 STREET,19,997257,219786
4466 BROADWAY,34,1002935,251523
4468 BROADWAY,34,1002942,251541
447 WASHINGTON STREET,1,981399,202963
447 WEST 17 STREET,10,982774,210134
4470 BROADWAY,34,1002949,251559
4470 BROADWAY,34,1002949,251559
4470 BROADWAY,34,1002949,251559
4472 BROADWAY,34,1002956,251577
4474 BROADWAY,34,1002963,251595
4476 BROADWAY,34,1002970,251613
4478 BROADWAY,34,1002977,251631
448 AMSTERDAM AVENUE,20,990584,225205
448 BROADWAY,5,983969,201741
448 EAST 87 STREET,19,998714,222392
448 EAST 87 STREET,19,998714,222392
449 1 AVENUE,13,990621,208515
449 2 AVENUE,13,989852,208674
449 COLUMBUS AVENUE,20,991370,224753
449 EAST 78 STREET,19,997530,220246
449 WEST 125 STREET,26,996583,235276
449 WEST 158 STREET,33,1000793,242740
449 WEST 206 STREET,34,1006802,253851
45 AVENUE B,9,989036,202675
45 COOPER STREET,34,1005471,255498
45 EAST 7 STREET,9,987475,204540
45 EAST 7 STREET,9,987475,204540
45 GREAT JONES STREET,9,986316,204051
45 HENRY STREET,5,985503,199021
45 MADISON STREET,Unspecified,984713,198649
45 MONROE STREET,5,985879,198537
45 MOTT STREET,5,984608,199874
45 PITT STREET,7,988957,200627
45 RIVINGTON STREET,5,986738,201911
45 WEST 28 STREET,13,987187,210911
450 BROADWAY,5,983981,201758
450 BROADWAY,5,983981,201758
450 EAST 78 STREET,19,997532,220238
450 EAST 81 STREET,19,997979,220942
450 WEST 162 STREET,33,1001099,243661
450 WEST 162 STREET,33,1001099,243661
450 WEST 162 STREET,33,1001099,243661
450 WEST 51 STREET,18,987038,217882
4500 BROADWAY,34,1003080,251889
4500 BROADWAY,34,1003080,251889
452 9 AVENUE,14,985442,214053
452 BROADWAY,5,983992,201776
452 BROADWAY,5,983992,201776
452 EAST 78 STREET,19,997540,220233
452 FT WASHINGTON AVENUE,Unspecified,Unknown,Unknown
453 LENOX AVENUE,32,1000299,235310
4532 BROADWAY,34,1003169,252128
456 BROADWAY,5,984015,201811
456 WEST 126 STREET,26,996712,235582
456 WEST 126 STREET,26,996712,235582
456 WEST 133 STREET,26,997399,237046
456 WEST 154 STREET,30,1000117,241876
459 WEST BROADWAY,1,984118,203871
46 CHARLES STREET,6,983593,207058
46 FT WASHINGTON AVENUE,33,999643,244172
46 HENRY STREET,5,985490,199014
46 RIVERSIDE DRIVE,20,988661,224756
46 RIVINGTON STREET,Unspecified,986766,201906
460 12 AVENUE,10,983528,216233
460 AMSTERDAM AVENUE,Unspecified,Unknown,Unknown
461 FT WASHINGTON AVENUE,34,1001286,249179
461 WEST 164 STREET,33,1001387,244195
461 WEST BROADWAY,1,984128,203886
462 WEST 49 STREET,18,986718,217463
462 WEST 49 STREET,Unspecified,986718,217463
464 AMSTERDAM AVENUE,20,990689,225395
464 FT WASHINGTON AVENUE,34,1001299,249199
464 WEST 51 STREET,18,986959,217926
4646 BROADWAY,34,1003655,253326
4646 BROADWAY,34,1003655,253326
4648 BROADWAY,34,1003676,253359
465 WEST 125 STREET,26,996530,235356
465 WEST 157 STREET,33,1000539,242583
465 WEST 167 STREET,33,1001727,244937
466 AMSTERDAM AVENUE,20,990698,225411
466 AMSTERDAM AVENUE,20,990698,225411
466 GREENWICH STREET,1,981630,203047
467 WEST 125 STREET,26,996523,235366
468 AMSTERDAM AVENUE,20,990707,225427
469 FT WASHINGTON AVENUE,34,1001340,249359
469 WEST 143 STREET,30,998644,239383
469 WEST 157 STREET,33,1000516,242596
469 WEST 166 STREET,33,1001584,244686
47 1 AVENUE,Unspecified,987682,203202
47 AVENUE B,9,989046,202694
47 CATHERINE STREET,5,985115,198613
47 CHRYSTIE STREET,5,985683,200184
47 CHRYSTIE STREET,5,985683,200184
47 COOPER STREET,34,1005487,255506
47 ESSEX STREET,7,987209,200282
47 MONROE STREET,5,985908,198540
47 PITT STREET,7,988964,200644
47 PRINCE STREET,5,985410,202838
470 AMSTERDAM AVENUE,20,990716,225444
470 WEST 153 STREET,30,999960,241662
470 WEST 159 STREET,33,1000845,243000
4734 BROADWAY,34,1004076,254406
4734 BROADWAY,34,1004076,254406
4734 BROADWAY,34,1004076,254406
474 WEST 148 STREET,30,999302,240542
474 WEST 148 STREET,30,999302,240542
475 AMSTERDAM AVENUE,20,990740,225473
475 WEST 129 STREET,26,996919,236133
475 WEST 155 STREET,33,1000261,242121
476 WEST 141 STREET,26,998415,238907
4761 BROADWAY,34,1004471,254676
4761 BROADWAY,34,1004471,254676
4765 BROADWAY,34,1004503,254691
4767 BROADWAY,34,1004519,254698
477 WEST 142 STREET,30,998546,239141
4770 BROADWAY,34,1004528,254695
478 WEST 158 STREET,33,1000730,242768
479 CONVENT AVENUE,Unspecified,Unknown,Unknown
4791 BROADWAY,34,1004715,254861
48 CLINTON STREET,7,988489,201506
48 HESTER STREET,7,986944,200026
48 SHERMAN AVENUE,34,1004293,253707
48 SHERMAN AVENUE,34,1004293,253707
48 ST NICHOLAS AVENUE,28,997408,230850
480 LENOX AVENUE,32,1000461,235588
481 FT WASHINGTON AVENUE,34,1001376,249484
481 FT WASHINGTON AVENUE,Unspecified,Unknown,Unknown
482 BROOME STREET,1,983681,202641
482 BROOME STREET,1,983681,202641
483 BROADWAY,1,984229,202154
4840 BROADWAY,34,1005073,254950
4845 BROADWAY,34,1005209,255022
4847 BROADWAY,34,1005222,255028
485 LENOX AVENUE,Unspecified,Unknown,Unknown
486 BROADWAY,5,984260,202191
487 WEST 130 STREET,Unspecified,Unknown,Unknown
4876 BROADWAY,34,1005420,255115
4878 BROADWAY,34,1005439,255124
4898 BROADWAY,34,1005715,255254
49 AVENUE B,9,989057,202713
49 CATHERINE STREET,5,985120,198587
49 CHRYSTIE STREET,5,985690,200204
49 COOPER STREET,34,1005504,255514
49 DELANCEY STREET,5,986580,201435
49 DIVISION STREET,5,985498,199461
49 MARKET STREET,5,985825,198646
49 MARKET STREET,5,985825,198646
49 MONROE STREET,5,985938,198544
49 MONROE STREET,5,985938,198544
49 THAYER STREET,34,1004560,253593
49 WADSWORTH AVENUE,33,1001528,247607
49 WALKER STREET,1,983290,201242
490 AMSTERDAM AVENUE,20,990847,225679
4915 BROADWAY,34,1005812,255306
492 CONVENT AVENUE,30,1000130,241174
493 SECOND AVENUE,13,990124,209166
4931 BROADWAY,34,1005921,255358
494 AUDUBON AVENUE,34,1004062,250479
494 MANHATTAN AVENUE,28,996796,233637
495 AMSTERDAM AVENUE,20,990866,225701
495 AMSTERDAM AVENUE,20,990866,225701
495 BROADWAY,1,984335,202318
4957 BROADWAY,Unspecified,1006270,255502
496 9 AVENUE,14,985744,214600
4960 BROADWAY,34,1006285,255501
4960 BROADWAY,34,1006285,255501
4960 BROADWAY,34,1006285,255501
4963 BROADWAY,34,1006327,255523
4964 BROADWAY,34,1006319,255514
498 LAGUARDIA PLACE,6,984382,204292
4980 BROADWAY,34,1006553,255606
4986 BROADWAY,Unspecified,Unknown,Unknown
499 WEST 158 STREET,33,1000457,242926
4996 BROADWAY,34,1006855,255651
5 DOYERS STREET,5,984824,199521
5 EAST 125 STREET,25,1000329,233032
5 EAST 37 STREET,14,989058,212570
5 EAST 9 STREET,6,985503,206209
5 HAMILTON PLACE,30,996977,238406
5 HARRISON STREET,1,981684,201109
5 HARRISON STREET,1,981684,201109
5 KING STREET,1,983477,204374
5 RIVERSIDE DRIVE,20,988262,223705
5 WEST 125 STREET,28,1000081,233169
5 WEST 32 STREET,14,988138,211562
50 CLINTON STREET,Unspecified,988482,201490
50 DELANCEY STREET,Unspecified,986600,201434
50 ELDRIDGE STREET,5,986176,200139
50 PRINCE STREET,5,985377,202849
50 PRINCE STREET,5,985377,202849
50 PRINCE STREET,5,985377,202849
50 THAYER STREET,Unspecified,Unknown,Unknown
50 WEST 139 STREET,Unspecified,Unknown,Unknown
500 1/2 EAST 84 STREET,19,998725,221436
500 9 AVENUE,14,985766,214639
500 EAST 119 STREET,25,1003229,229600
500 EAST 73 STREET,19,997278,218866
500 EAST 81 STREET,19,998341,220742
500 EAST 86 STREET,19,998971,221928
500 MANHATTAN AVENUE,28,996814,233669
500 WEST 135 STREET,30,997364,237704
500 WEST 142 STREET,30,998333,239250
500 WEST 145 STREET,30,998636,239996
500 WEST 150 STREET,30,999275,241151
500 WEST 159 STREET,33,1000428,243233
500 WEST 160 STREET,33,1000553,243459
500 WEST 168 STREET,33,1001644,245301
500 WEST 170 STREET,33,1001885,245739
500 WEST 170 STREET,33,1001885,245739
500 WEST 172 STREET,33,1002134,246191
500 WEST 175 STREET,33,1002528,246896
500 WEST 184 STREET,34,1003658,248962
500 WEST 184 STREET,34,1003658,248962
500 WEST 184 STREET,34,1003658,248962
500 WEST 188 STREET,34,1004191,249901
500 WEST 188 STREET,34,1004191,249901
500 WEST 190 STREET,34,1004438,250348
5000 BROADWAY,34,1006817,255719
5008 BROADWAY,34,1007101,255810
5008 BROADWAY,34,1007101,255810
5008 BROADWAY,34,1007101,255810
501 EAST 118 STREET,25,1003073,229394
501 EAST 82 STREET,19,998472,220979
501 EAST 82 STREET,19,998472,220979
501 EAST 83 STREET,19,998599,221210
501 EAST 83 STREET,19,998599,221210
501 EAST 85 STREET,19,998856,221672
501 WEST 113 STREET,26,994527,232586
501 WEST 133 STREET,30,997121,237203
501 WEST 133 STREET,30,997121,237203
501 WEST 139 STREET,30,997914,238598
501 WEST 161 STREET,33,1000681,243693
501 WEST 163 STREET,Unspecified,Unknown,Unknown
501 WEST 164 STREET,33,1001127,244338
501 WEST 165 STREET,33,1001228,244650
501 WEST 166 STREET,33,1001407,244876
501 WEST 168 STREET,33,1001647,245306
501 WEST 173 STREET,33,1002267,246431
501 WEST 30 STREET,10,983934,213299
502 AMSTERDAM AVENUE,20,990937,225841
502 CANAL STREET,1,981635,203330
502 EAST 118 STREET,25,1003080,229383
502 EAST 73 STREET,19,997304,218851
502 WEST 139 STREET,30,997895,238602
502 WEST 213 STREET,34,1007377,255651
5025 BROADWAY,34,1007322,256041
503 EAST 13 STREET,9,989662,205080
503 WEST 158 STREET,33,1000294,243016
503 WEST 158 STREET,33,1000294,243016
503 WEST 175 STREET,33,1002515,246910
5030 BROADWAY,34,1007130,255901
504 EAST 5 STREET,9,988686,203298
504 EAST 5 STREET,9,988686,203298
504 EAST 5 STREET,9,988686,203298
504 WEST 139 STREET,30,997879,238611
504 WEST 188 STREET,34,1004165,249916
505 LAGUARDIA PLACE,6,984449,204385
505 LAGUARDIA PLACE,6,984449,204385
505 WEST 162 STREET,33,1000742,243960
506 9 AVENUE,14,985822,214739
506 EAST 74 STREET,19,997449,219075
506 EAST 82 STREET,19,998497,220958
506 WEST 162 STREET,Unspecified,Unknown,Unknown
506 WEST 172 STREET,33,1002094,246213
506 WEST 181 STREET,34,1003254,248340
5060 BROADWAY,34,1007549,256228
507 WEST 159 STREET,33,1000399,243257
507 WEST 21 STREET,10,982709,211285
508 WEST 15 STREET,10,982067,209934
508 WEST 151 STREET,30,999357,241402
508 WEST 171 STREET,33,1001962,246002
508 WEST 180 STREET,34,1003089,248101
508 WEST 36 STREET,10,984614,214729
5085 BROADWAY,34,1007871,256570
509 WEST 159 STREET,33,1000388,243263
509 WEST 166 STREET,33,1001336,244915
509 WEST 189 STREET,Unspecified,Unknown,Unknown
509 WEST 23 STREET,10,983003,211734
509 WEST 24 STREET,10,982984,212062
51 8 AVENUE,6,983178,208405
51 AVENUE B,9,989067,202733
51 EAST 125 STREET,25,1000744,232803
51 EAST 125 STREET,25,1000744,232803
51 EAST BROADWAY,5,985431,199256
51 MONROE STREET,5,985967,198547
510 AUDUBON AVENUE,34,1004180,250695
510 WEST 190 STREET,34,1004360,250391
510 WEST 218 STREET,34,1007829,256786
510 WEST 27 STREET,10,983340,212740
5100 BROADWAY,34,1008290,256539
5106 BROADWAY,34,1008161,256832
511 GREENWICH STREET,1,981718,203662
511 WEST 159 STREET,33,1000377,243269
511 WEST 166 STREET,33,1001319,244924
511 WEST 169 STREET,33,1001676,245581
511 WEST 172 STREET,33,1002067,246235
511 WEST 181 STREET,34,1003230,248360
511 WEST 189 STREET,34,1004242,250178
511 WEST 21 STREET,10,982591,211350
512 EAST 74 STREET,19,997476,219060
512 WEST 152 STREET,30,999461,241643
512 WEST 162 STREET,33,1000699,243977
512 WEST 171 STREET,33,1001935,246017
512 WEST 58 STREET,18,987294,219874
513 WEST 166 STREET,33,1001301,244934
513 WEST 179 STREET,34,1002905,247912
514 AMSTERDAM AVENUE,20,990991,225938
515 GRAND STREET,7,989193,199627
515 WEST 134 STREET,30,997149,237493
515 WEST 24 STREET,10,982954,212079
515 WEST 46 STREET,18,985729,217124
516 AMSTERDAM AVENUE,20,991000,225955
516 EAST 88 STREET,19,999330,222349
516 WEST 36 STREET,10,984529,214776
517 EAST 77 STREET,19,997820,219783
517 WEST 163 STREET,33,1000745,244252
517 WEST 164 STREET,33,1000990,244414
517 WEST 176 STREET,33,1002557,247203
517 WEST 180 STREET,34,1003031,248140
518 9 AVENUE,14,985874,214833
518 EAST 88 STREET,19,999339,222344
518 WEST 125 STREET,26,996208,235831
518 WEST 145 STREET,30,998538,240050
518 WEST 150 STREET,30,999177,241205
518 WEST 58 STREET,18,987216,219917
519 BROOME STREET,1,983191,202963
519 WEST 161 STREET,33,1000584,243747
519 WEST 167 STREET,33,1001381,245177
519 WEST 179 STREET,34,1002834,247950
519 WEST 24 STREET,10,982934,212090
52 EAST 125 STREET,Unspecified,Unknown,Unknown
52 EAST 69 STREET,19,993610,219653
52 ORCHARD STREET,7,986746,200357
52 RIVINGTON STREET,5,986813,201888
52 SHERMAN AVENUE,34,1004323,253722
52 WALKER STREET,1,983333,201224
520 8 AVENUE,14,986351,213838
520 LAGUARDIA PLACE,6,984582,204601
520 WEST 158 STREET,33,1000193,243065
520 WEST 163 STREET,33,1000715,244262
520 WEST 163 STREET,33,1000715,244262
520 WEST 163 STREET,33,1000715,244262
520 WEST 190 STREET,34,1004282,250434
521 EAST 6 STREET,9,988886,203484
521 EAST 81 STREET,19,998437,220696
521 GRAND STREET,7,989217,199618
521 ISHAM STREET,Unspecified,Unknown,Unknown
521 LENOX AVENUE,32,1000772,236163
521 WEST 136 STREET,30,997385,237999
521 WEST 146 STREET,30,998665,240307
521 WEST 146 STREET,Unspecified,998665,240307
522 AMSTERDAM AVENUE,20,991061,226065
522 EAST 74 STREET,19,997522,219035
523 LENOX AVENUE,32,1000785,236186
523 WEST 134 STREET,30,997106,237516
523 WEST 24 STREET,10,982914,212101
524 BROADWAY,5,984531,202612
524 EAST 6 STREET,9,988902,203469
524 WEST 46 STREET,18,985678,217146
525 3 AVENUE,17,990468,211240
525 EDGECOMBE AVENUE,Unspecified,Unknown,Unknown
525 WEST 125 STREET,26,996168,235902
525 WEST 135 STREET,30,997236,237778
525 WEST 146 STREET,30,998643,240319
525 WEST 155 STREET,33,999787,242383
525 WEST 158 STREET,Unspecified,Unknown,Unknown
525 WEST 169 STREET,33,1001543,245653
525 WEST 169 STREET,33,1001543,245653
525 WEST 36 STREET,10,984389,214860
525 WEST 52 STREET,18,986414,218532
526 WEST 211 STREET,34,1006955,255294
526 WEST 211 STREET,34,1006955,255294
526 WEST 211 STREET,34,1006955,255294
527 WEST 36 STREET,10,984372,214869
528 EAST 11 STREET,9,989520,204543
528 WEST 142 STREET,30,997984,239443
528 WEST 145 STREET,30,998484,240080
528 WEST 162 STREET,33,1000619,244021
528 WEST 39 STREET,10,984755,215534
529 WEST 134 STREET,30,997073,237534
529 WEST 186 STREET,34,1003655,249583
53 DELANCEY STREET,5,986629,201416
53 EAST 126 STREET,25,1000938,233015
53 ELIZABETH STREET,Unspecified,985178,200533
53 LUDLOW STREET,7,986981,200356
53 LUDLOW STREET,7,986981,200356
53 MONROE STREET,5,985997,198551
53 MONROE STREET,5,985997,198551
53 WEST 106 STREET,24,994796,230320
53 WEST 111 STREET,28,997977,230077
530 AMSTERDAM AVENUE,20,991109,226152
530 EAST 14 STREET,9,989931,205260
530 EAST 84 STREET,19,998865,221359
530 EAST 87 STREET,19,999268,222084
530 MANHATTAN AVENUE,28,997014,234031
530 WEST 152 STREET,30,999364,241697
530 WEST 28 STREET,10,983360,213024
531 LENOX AVENUE,32,1000836,236277
532 WEST 58 STREET,18,987035,220017
533 GREENWICH STREET,1,981772,204089
533 MANHATTAN AVENUE,28,997006,234028
533 WEST 19 STREET,10,982314,210946
534 WEST 135 STREET,30,997178,237801
534 WEST 147 STREET,30,998713,240571
534 WEST 42 STREET,10,985077,216263
534 WEST 58 STREET,18,987009,220031
535 BROADWAY,1,984651,202810
535 EAST 86 STREET,19,999264,221772
535 EDGECOMBE AVENUE,33,1001018,242804
535 EDGECOMBE AVENUE,33,1001018,242804
535 WEST 146 STREET,30,998589,240349
535 WEST 152 STREET,30,999345,241714
535 WEST 52 STREET,18,986369,218557
536 WEST 136 STREET,30,997296,238041
536 WEST 170 STREET,33,1001480,245962
536 WEST 46 STREET,18,985620,217178
537 WEST 125 STREET,26,996105,235996
537 WEST 147 STREET,30,998705,240583
538 EAST 14 STREET,9,989968,205239
538 WEST 138 STREET,30,997547,238499
538 WEST 147 STREET,30,998691,240583
538 WEST 181 STREET,34,1002886,248545
539 EAST 6 STREET,9,988969,203439
539 WEST 54 STREET,18,986651,218997
54 2 AVENUE,9,987079,203658
54 CANAL STREET,7,986476,199738
54 CARMINE STREET,6,983249,205219
54 EAST 116 STREET,25,999649,230663
54 EAST BROADWAY,5,985456,199264
54 ELDRIDGE STREET,Unspecified,Unknown,Unknown
54 GREENE STREET,1,983830,202471
54 LUDLOW STREET,7,986988,200359
54 LUDLOW STREET,7,986988,200359
54 MARKET STREET,5,985837,198595
54 MERCER STREET,1,983996,202270
54 WEST 125 STREET,Unspecified,Unknown,Unknown
540 EAST 14 STREET,9,989977,205234
540 WEST 140 STREET,30,997639,239041
540 WEST 140 STREET,30,997639,239041
540 WEST 145 STREET,30,998419,240116
540 WEST 146 STREET,30,998554,240362
541 WEST 159 STREET,33,1000214,243359
541 WEST 204 STREET,Unspecified,Unknown,Unknown
